ref_area.label,indicator.label,source.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Denmark,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2007,28.3,,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2008,23.6,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2009,24.6,,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2010,21.9,,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2011,27.8,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2012,28.4,,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013,26.7,,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014,26,,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015,26.3,,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016,27.5,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017,26.3,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018,26.1,,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019,26.8,,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020,27.9,,,,Repository: Eurostat special tabulation
Denmark,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021,28.2,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2015,36.6,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2016,36.7,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2017,41.4,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2018,41.1,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2019,40.5,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2020,38.2,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2000,30.2,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2001,30.7,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2002,30.2,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2003,31.1,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2004,32.9,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2005,32.4,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2006,37.7,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2007,30.8,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2008,34.9,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2009,31.1,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2010,34.2,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2011,42.5,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2012,40.9,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2013,36.9,,,,Repository: ILO-STATISTICS - Micro data processing
Dominican Republic,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Encuesta Nacional de Fuerza de Trabajo,2014,35.3,,,,Repository: ILO-STATISTICS - Micro data processing
Algeria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Enquête Emploi auprès des Ménages,2001,5.2,,,,Data reference period: September
Algeria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Enquête Emploi auprès des Ménages,2003,5.7,,,,Data reference period: September
Algeria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Enquête Emploi auprès des Ménages,2004,4.9,,,,Data reference period: September
Algeria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Enquête Emploi auprès des Ménages,2013,10.6,,,,Data reference period: September
Algeria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Enquête Emploi auprès des Ménages,2014,9.9,,,,Data reference period: September
Algeria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Enquête Emploi auprès des Ménages,2017,8.4,,,,Data reference period: September
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2000,29.3,,,,Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2001,26.5,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2002,25,,,,Data reference period: November | Geographical coverage: Urban areas only | Age coverage - minimum age: 10 years old
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2003,34.9,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2004,32.2,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2005,34.1,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2006,27.3,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2007,37,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2008,32,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2009,32.2,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2010,32.5,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2011,40.1,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2012,38.5,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2013,34.6,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2014,34.7,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2015,33.1,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2016,35.4,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2017,34.9,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2018,35.9,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2019,36.6,,,,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2020,39,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ecuador,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2021,37.8,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2000,10.1,,,,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2001,9.3,,,,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2002,9,,,,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2003,8.5,,,,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2004,8,,,,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2005,10.4,,,,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2006,10.8,,,,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2007,11.1,,,,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 64 years old
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2008,11.8,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2009,14,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2010,13.9,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2011,13.5,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2012,9.7,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2013,7.1,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2015,6.4,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2016,7.1,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2017,6.4,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2018,7.4,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2019,7.1,,,,Repository: ILO-STATISTICS - Micro data processing
Egypt,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Sample Survey,2020,6.8,,,,Repository: ILO-STATISTICS - Micro data processing
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2000,31.5,,,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2001,32.3,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2002,31.6,,,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2003,29.9,,,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2004,31.6,,,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2005,32,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2006,31.9,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2007,32.3,,,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2008,32.5,,,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2009,33.2,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2010,34.3,,,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2011,29.9,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2012,30.2,,,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013,30.8,,,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014,30.9,,,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015,31.4,,,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016,31.2,,,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017,30.6,,,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018,32.1,,,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019,33.2,,,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020,35,,,,Repository: Eurostat special tabulation
Spain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021,33.3,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2000,40.4,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2001,36.9,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2002,37.9,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2003,31.2,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2004,35.2,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2005,37.2,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2006,33,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2007,33.5,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2008,35.9,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2009,35.3,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2010,36.1,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2011,35.4,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2012,31.8,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013,33.4,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014,32.6,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015,31.1,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016,36.5,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017,38.9,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018,36.5,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019,37.8,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020,37.5,,,,Repository: Eurostat special tabulation
Estonia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021,41.2,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ethiopia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Labor Force Survey,1999,17.8,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Labor Force Survey,2005,20.1,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Labor Force Survey,2013,26.5,,,,Repository: ILO-STATISTICS - Micro data processing
Ethiopia,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - National Labor Force Survey,2021,25.4,,,,Repository: ILO-STATISTICS - Micro data processing
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2000,26.6,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2001,27.9,,,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2002,28.4,,,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2003,28.6,,,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2004,28.2,,,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2005,29.9,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2006,29.6,,,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2007,28.6,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2008,29.5,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2009,29.7,,,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2010,30.4,,,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2011,32,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2012,29.7,,,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013,29.6,,,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014,33.7,,,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015,33.3,,,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016,34.1,,,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017,31.3,,,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018,31.8,,,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019,36.9,,,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020,37.5,,,,Repository: Eurostat special tabulation
Finland,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021,36.5,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Fiji,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Employment, Unemployment Survey",2004,27.2,,,,Reference group coverage: Total employment
Fiji,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Employment, Unemployment Survey",2005,31.7,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Fiji,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Employment, Unemployment Survey",2007,23.8,,,,Reference group coverage: Employees
Fiji,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Employment, Unemployment Survey",2011,31.5,,,,Repository: ILO-STATISTICS - Micro data processing
Fiji,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Employment, Unemployment Survey",2014,30.4,,,,
Fiji,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),"LFS - Employment, Unemployment Survey",2016,38.9,,,,Repository: ILO-STATISTICS - Micro data processing
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2000,35,,,,Repository: Eurostat special tabulation
France,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2001,35.5,,,,Repository: Eurostat special tabulation
